category,sub_category,product_name,Sum of sales
Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,480.7
Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,479.99
Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72
Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",479.34
Office Supplies,Art,Staples in misc. colors,478.82
Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,477.93
Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",477.66
Office Supplies,Storage,Fellowes Super Stor/Drawer,477.3
Office Supplies,Art,Newell 345,476.17
Technology,Phones,AT&T SB67148 SynJ,475.12
Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.4
Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.47
Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92
Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,467.71
Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,467.22
Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,467.22
Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",467.07
Office Supplies,Binders,GBC Recycled Grain Textured Covers,466.3
Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,466.01
Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,465.65
Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,464.2
Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,463.8
Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",462.33
Technology,Accessories,V7 USB Numeric Keypad,461.87
Office Supplies,Art,Newell 34,460.28
Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",459.09
Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7
Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",458.5
Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,457.97
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,455.44
Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,455.07
Technology,Phones,Panasonic KX - TS880B Telephone,453.42
Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.97
Office Supplies,Binders,Poly Designer Cover & Back,451.97
Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97
Office Supplies,Storage,Mobile Personal File Cube,449.66
Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.91
Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",448.77
Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.97
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,444.61
Office Supplies,Storage,Rogers Deluxe File Chest,444
Office Supplies,Paper,Xerox 194,443.84
Technology,Accessories,Imation Clip USB flash drive - 8 GB,443.68
Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,442.56
Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",441.73
Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,440
Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.7
Office Supplies,Art,Prismacolor Color Pencil Set,436.47
Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,436.13
Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56
Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.79
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,432.43
Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.29
Office Supplies,Storage,Advantus Rolling Storage Box,428.75
Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,426.93
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",426.56
Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,424.9
Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,422.76
Office Supplies,Binders,Canvas Sectional Post Binders,422.64
Furniture,Furnishings,Staple-based wall hangings,422.29
Office Supplies,Labels,Round Specialty Laser Printer Labels,421.01
Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88
Technology,Phones,Motorla HX550 Universal Bluetooth Headset,419.23
Office Supplies,Paper,Xerox 1939,417.34
Office Supplies,Paper,Xerox 19,415.13
Technology,Phones,i.Sound Portable Power - 8000 mAh,413.31
Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",409.99
Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,409.6
Furniture,Furnishings,Nu-Dell Executive Frame,409.54
Office Supplies,Storage,"Tennsco Lockers, Sand",407.02
Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",406.78
Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,405.96
Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36
Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,402.98
Office Supplies,Storage,"Tennsco Lockers, Gray",402.81
Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.02
Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396
Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,395.78
Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",390.66
Office Supplies,Binders,Ibico Standard Transparent Covers,390.57
Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,389.7
Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,386.91
Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,386.75
Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.08
Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8
Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,384.84
Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",383.04
Technology,Accessories,Memorex Micro Travel Drive 32 GB,379.71
Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4
Technology,Phones,AT&T EL51110 DECT,377.97
Furniture,Furnishings,"Executive Impressions 14""",377.91
Office Supplies,Binders,Clear Mylar Reinforcing Strips,377.54
Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,375.73
Office Supplies,Storage,Tennsco Commercial Shelving,374.25
Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",374.07
Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.79
Office Supplies,Labels,Avery 505,372.96
Office Supplies,Binders,GBC Durable Plastic Covers,369.59
Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,369.25
Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.46
Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,367.09
Technology,Accessories,Logitech Wireless Touch Keyboard K400,364.85
Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,361.38
Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,360.71
Technology,Accessories,Microsoft Arc Touch Mouse,359.7
Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",357.95
Office Supplies,Appliances,Holmes Odor Grabber,357.62
Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357
Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,355.95
Office Supplies,Binders,Aluminum Screw Posts,354.02
Office Supplies,Storage,Pizazz Global Quick File,353.29
Office Supplies,Paper,Xerox 1929,351.74
Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.97
Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.2
Office Supplies,Storage,Eldon Gobal File Keepers,348.22
Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",347.31
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",346.79
Office Supplies,Binders,Trimflex Flexible Post Binders,346.35
Office Supplies,Storage,Sterilite Officeware Hinged File Box,345.84
Office Supplies,Storage,Eldon Simplefile Box Office,345.83
Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,344.72
Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,344.58
Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1
Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",343.08
Office Supplies,Binders,GBC VeloBind Cover Sets,342.77
Office Supplies,Paper,Tops Green Bar Computer Printout Paper,342.58
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55
Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.99
Technology,Phones,Classic Ivory Antique Telephone ZL1810,341.67
Office Supplies,Storage,Letter Size File,341.42
Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.84
Furniture,Furnishings,Luxo Economy Swing Arm Lamp,338.98
Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",338.12
Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",336.95
Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51
Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",335.89
Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",334.37
Office Supplies,Paper,Xerox 226,334.37
Furniture,Furnishings,"Contract Clock, 14"", Brown",334.09
Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,333.57
Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,331.76
Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,330.92
Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,329.94
Office Supplies,Paper,Xerox 1979,328.39
Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,328.04
Office Supplies,Envelopes,Multimedia Mailers,325.86
Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,324
Technology,Phones,RCA ViSYS 25425RE1 Corded phone,323.98
Furniture,Bookcases,Sauder Cornerstone Collection Library,322.19
Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.85
Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,321.44
Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",320.25
Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,319.92
Office Supplies,Storage,X-Rack File for Hanging Folders,318.38
Office Supplies,Storage,"Rogers Jumbo File, Granite",317.77
Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",316.48
Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.54
Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.2
Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99
Office Supplies,Binders,Recycled Easel Ring Binders,308.83
Office Supplies,Supplies,Fiskars Softgrip Scissors,307.44
Office Supplies,Supplies,Acme Box Cutter Scissors,306.9
Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36
Office Supplies,Storage,Eldon Fold 'N Roll Cart System,301.97
Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,300.14
Technology,Machines,Lexmark S315 Color Inkjet Printer,299.97
Furniture,Furnishings,Tensor Track Tree Floor Lamp,299.85
Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.2
Technology,Accessories,Memorex Micro Travel Drive 8 GB,299
Furniture,Furnishings,Coloredge Poster Frame,298.2
Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99
Office Supplies,Paper,Xerox 1992,297.12
Technology,Accessories,Maxell DVD-RAM Discs,296.64
Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.18
Office Supplies,Paper,Xerox 1933,294.72
Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,293.7
Technology,Accessories,Micropad Numeric Keypads,291.85
Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.45
Office Supplies,Art,Peel-Off China Markers,287.97
Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.87
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.67
Office Supplies,Paper,Embossed Ink Jet Note Cards,284.38
Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",284.11
Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",281.89
Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,281.66
Office Supplies,Paper,Xerox 1898,280.56
Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280
Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96
Technology,Phones,Macally Suction Cup Mount,279.63
Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,279.56
Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,279.3
Office Supplies,Binders,Storex Dura Pro Binders,278.57
Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92
Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38
Office Supplies,Binders,Large Capacity Hanging Post Binders,276.95
Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",276.65
Technology,Accessories,HP Standard 104 key PS/2 Keyboard,275.5
Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.08
Office Supplies,Storage,Staple magnet,272.9
Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,272.9
Office Supplies,Binders,Fellowes Binding Cases,271.44
Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,270.84
Office Supplies,Storage,Adjustable Personal File Tote,270.25
Office Supplies,Binders,Plastic Binding Combs,269.67
Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.41
Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",269.33
Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.5
Office Supplies,Paper,Xerox 1938,268.24
Furniture,Furnishings,Eldon Wave Desk Accessories,266.73
Office Supplies,Labels,Avery 475,266.4
Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,266.33
Technology,Accessories,Belkin Standard 104 key USB Keyboard,265.54
Furniture,Furnishings,Ultra Door Pull Handle,265.11
Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,264.44
Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",264.02
Office Supplies,Art,Newell 324,263.34
Office Supplies,Supplies,Staple remover,263.09
Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",262.97
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.76
Office Supplies,Storage,File Shuttle I and Handi-File,262.66
Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,262.45
Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.6
Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,260.15
Office Supplies,Appliances,3M Office Air Cleaner,259.8
Office Supplies,Storage,Desktop 3-Pocket Hot File,259.68
Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.1
Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",258.72
Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72
Office Supplies,Binders,Avery Legal 4-Ring Binder,258.05
Technology,Phones,Mediabridge Sport Armband iPhone 5s,257.75
Office Supplies,Binders,GBC Poly Designer Binding Covers,256.13
Office Supplies,Art,Berol Giant Pencil Sharpener,254.85
Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",253.65
Technology,Phones,Apple EarPods with Remote and Mic,251.91
Furniture,Furnishings,Magnifier Swing Arm Lamp,251.76
Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.4
Office Supplies,Storage,Hanging Personal Folder File,251.2
Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92
Office Supplies,Labels,Avery 473,248.4
Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,248.36
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",248.29
Furniture,Furnishings,Nu-Dell Leatherette Frames,246.65
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",246.58
Office Supplies,Paper,Strathmore Photo Mount Cards,245.44
Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,245.09
Office Supplies,Paper,Xerox 1890,244.7
Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,244.51
Furniture,Furnishings,Aluminum Document Frame,244.4
Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.29
Office Supplies,Binders,GBC Imprintable Covers,241.56
Office Supplies,Envelopes,Quality Park Security Envelopes,240.77
Technology,Accessories,Logitech M510 Wireless Mouse,239.94
Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",239.84
Office Supplies,Appliances,Holmes HEPA Air Purifier,239.58
Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",239.46
Office Supplies,Paper,Xerox 216,238.46
Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,238.33
Office Supplies,Paper,Xerox 1982,237.54
Office Supplies,Supplies,Martin-Yale Premier Letter Opener,236.99
Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,235.78
Office Supplies,Labels,Avery 50,235.56
Office Supplies,Binders,Acco D-Ring Binder w/DublLock,235.18
Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,234.78
Office Supplies,Art,Newell 312,234.77
Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,234.46
Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24
Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",232.76
Office Supplies,Paper,Petty Cash Envelope,231.85
Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",229.98
Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.89
Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,229.58
Office Supplies,Paper,Advantus Motivational Note Cards,227.94
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04
Office Supplies,Storage,Iris Project Case,225.04
Office Supplies,Fasteners,Advantus Plastic Paper Clips,225
Technology,Machines,Cisco 8961 IP Phone Charcoal,224.94
Office Supplies,Storage,Portable Personal File Box,224.66
Technology,Phones,iOttie XL Car Mount,223.89
Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44
Office Supplies,Paper,Xerox 2,222.43
Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78
Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",218.42
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",218.09
Office Supplies,Binders,Avery Non-Stick Binders,217.31
Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",217.23
Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,216.96
Furniture,Furnishings,3M Polarizing Light Filter Sleeves,216.34
Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.15
Technology,Phones,iOttie HLCRIO102 Car Mount,215.89
Office Supplies,Paper,Xerox 214,215.14
Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,215.11
Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,214.57
Technology,Phones,Cisco SPA 501G IP Phone,213.48
Office Supplies,Paper,Xerox 188,213.2
Office Supplies,Binders,GBC Wire Binding Strips,212.66
Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,212.07
Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",210.91
Office Supplies,Paper,Xerox 1931,209.95
Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.66
Office Supplies,Art,SANFORD Major Accent Highlighters,209.57
Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,209.3
Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,208.23
Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,208.18
Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,207.9
Office Supplies,Binders,GBC Linen Binding Covers,207.57
Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.18
Technology,Machines,Epson Perfection V600 Photo Scanner,206.99
Office Supplies,Binders,JM Magazine Binder,204.72
Technology,Machines,Texas Instruments TI-34 Scientific Calculator,204.51
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94
Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,202.68
Technology,Phones,Pyle PRT45 Retro Home Telephone,201.57
Office Supplies,Storage,Fellowes Desktop Hanging File Manager,201.45
Office Supplies,Paper,Xerox 1912,201.08
Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,200.16
Technology,Phones,PayAnywhere Card Reader,199.8
Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,199.73
Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,198.46
Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",197.83
Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82
Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82
Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",197.8
Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",197.72
Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",197.61
Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,197.17
Office Supplies,Paper,Xerox 225,197
Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",196.98
Office Supplies,Art,Newell 309,196.35
Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25
Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,196.02
Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05
Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",194.69
Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,194.55
Furniture,Furnishings,Contemporary Wood/Metal Frame,193.91
Office Supplies,Storage,Project Tote Personal File,193.61
Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",191.98
Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6
Office Supplies,Paper,Xerox 1895,191.36
Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,191.35
Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,190.77
Technology,Phones,Gear Head AU3700S Headset,189.65
Technology,Phones,Speck Products Candyshell Flip Case,188.94
Office Supplies,Paper,Xerox 209,187.92
Office Supplies,Paper,White GlueTop Scratch Pads,186.5
Office Supplies,Paper,"Wirebound Message Book, 4 per Page",184.62
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",184.54
Office Supplies,Binders,GBC Wire Binding Combs,184.06
Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,184
Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",183.03
Office Supplies,Paper,Xerox 1955,182.72
Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",182.52
Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,182.49
Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",181.46
Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66
Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",180.6
Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",180.46
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",180.31
Technology,Machines,Okidata B401 Printer,179.99
Office Supplies,Storage,Super Decoflex Portable Personal File,179.76
Office Supplies,Supplies,"Elite 5"" Scissors",179.14
Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",178.99
Office Supplies,Paper,Xerox 1997,178.85
Office Supplies,Paper,Xerox 1892,178.3
Office Supplies,Labels,Avery 490,177.6
Furniture,Furnishings,"Master Caster Door Stop, Brown",176.79
Office Supplies,Binders,Heavy-Duty E-Z-D Binders,176.74
Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",176.7
Office Supplies,Storage,Crate-A-Files,176.58
Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.29
Office Supplies,Labels,Avery 499,176.29
Office Supplies,Paper,Xerox 1996,176.26
Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",175.94
Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,175.78
Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,175.41
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.38
Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,174.73
Office Supplies,Paper,Xerox 1978,174.56
Technology,Accessories,Logitech Keyboard K120,174.24
Technology,Phones,Square Credit Card Reader,173.82
Office Supplies,Art,BIC Liqua Brite Liner,173.5
Office Supplies,Paper,Xerox 1952,172.78
Office Supplies,Binders,GBC Plastic Binding Combs,172.7
Office Supplies,Art,Lumber Crayons,171.39
Office Supplies,Art,4009 Highlighters by Sanford,171.14
Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",171.09
