category,sub_category,product_name,Sum of profit
Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,58.51
Technology,Phones,Cisco Small Business SPA 502G VoIP phone,58.47
Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,58.32
Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,58.28
Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",58.03
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",58.02
Technology,Accessories,HP Standard 104 key PS/2 Keyboard,58.01
Office Supplies,Paper,Xerox 1907,57.72
Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,57.51
Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,57.33
Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,57.08
Office Supplies,Paper,Xerox 212,57.02
Office Supplies,Paper,Xerox 232,56.5
Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,56.29
Office Supplies,Paper,Xerox 230,56.24
Office Supplies,Storage,"Tennsco Lockers, Sand",56.23
Furniture,Furnishings,Aluminum Document Frame,56.22
Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",56.17
Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",56.1
Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,56.03
Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,56
Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),55.97
Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",55.82
Office Supplies,Binders,Acco 3-Hole Punch,55.53
Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,55.39
Office Supplies,Art,Lumber Crayons,55.37
Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",55.36
Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,55.33
Office Supplies,Storage,Portable Personal File Box,55.31
Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,55.24
Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",55.23
Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",55.09
Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.07
Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",54.85
Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",54.72
Office Supplies,Labels,Avery 476,54.6
Furniture,Chairs,"Leather Task Chair, Black",54.59
Office Supplies,Paper,Xerox 1947,54.13
Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",54.06
Office Supplies,Art,4009 Highlighters by Sanford,53.81
Office Supplies,Paper,Strathmore Photo Frame Cards,53.81
Technology,Accessories,Logitech Wireless Touch Keyboard K400,53.73
Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,53.71
Office Supplies,Art,BIC Liqua Brite Liner,53.57
Office Supplies,Storage,Adjustable Personal File Tote,53.4
Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,53.26
Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,53.03
Office Supplies,Labels,Self-Adhesive Removable Labels,52.92
Office Supplies,Paper,Xerox 204,52.87
Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",52.83
Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,52.8
Technology,Accessories,Cherry 142-key Programmable Keyboard,52.77
Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",52.47
Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",52.46
Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",52.43
Technology,Accessories,Logitech M510 Wireless Mouse,52.39
Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",52.37
Technology,Phones,PowerGen Dual USB Car Charger,52.36
Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),52.28
Office Supplies,Envelopes,#10 Self-Seal White Envelopes,52.12
Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",52.04
Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",52.01
Office Supplies,Labels,Avery 519,51.61
Office Supplies,Labels,Avery 516,51.54
Office Supplies,Storage,File Shuttle I and Handi-File,51.41
Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",51.1
Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",51.06
Office Supplies,Storage,Hanging Personal Folder File,51.03
Office Supplies,Paper,Xerox 213,50.8
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",50.71
Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",50.58
Office Supplies,Binders,Storex Dura Pro Binders,50.55
Technology,Accessories,Logitech Media Keyboard K200,50.39
Technology,Phones,Apple EarPods with Remote and Mic,50.38
Office Supplies,Storage,Fellowes Desktop Hanging File Manager,50.37
Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),50.35
Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",50.23
Office Supplies,Binders,JM Magazine Binder,50.19
Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,49.87
Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",49.8
Office Supplies,Art,Berol Giant Pencil Sharpener,49.78
Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,49.76
Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,49.51
Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",49.51
Furniture,Furnishings,"Master Caster Door Stop, Brown",49.39
Office Supplies,Labels,Avery 518,49.14
Furniture,Chairs,Global Highback Leather Tilter in Burgundy,49.13
Office Supplies,Paper,Xerox 1928,49.1
Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",49.09
Office Supplies,Storage,Fellowes Recycled Storage Drawers,48.85
Office Supplies,Labels,Avery File Folder Labels,48.84
Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",48.82
Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",48.77
Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",48.62
Office Supplies,Art,Sanford Liquid Accent Highlighters,48.62
Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",48.55
Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,48.38
Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",48
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",47.99
Office Supplies,Paper,Xerox 1971,47.93
Office Supplies,Storage,Iris Project Case,47.88
Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,47.86
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,47.72
Office Supplies,Paper,Xerox 1995,47.69
Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",47.61
Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",47.59
Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,47.31
Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,47.27
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",47.22
Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",47.19
Office Supplies,Paper,Xerox Blank Computer Paper,46.95
Office Supplies,Paper,Xerox 219,46.65
Office Supplies,Paper,Xerox 228,46.65
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",46.56
Office Supplies,Paper,Xerox 227,46.4
Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,46.33
Office Supplies,Paper,Xerox 201,46.14
Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",46.13
Office Supplies,Binders,Cardinal Slant-D Ring Binders,46.06
Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,46.06
Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.9
Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,45.88
Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",45.86
Office Supplies,Paper,Xerox 1987,45.31
Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",44.99
Technology,Machines,Wasp CCD Handheld Bar Code Reader,44.87
Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",44.82
Office Supplies,Storage,Staple magnet,44.8
Furniture,Furnishings,Longer-Life Soft White Bulbs,44.74
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",44.58
Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,44.48
Technology,Phones,Panasonic KX TS3282B Corded phone,44.28
Office Supplies,Storage,Project Tote Personal File,44.2
Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,44.19
Furniture,Chairs,"Global Stack Chair without Arms, Black",44.17
Office Supplies,Paper,Xerox 1900,44.08
Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",43.77
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",43.72
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,43.71
Office Supplies,Paper,Xerox 1962,43.65
Office Supplies,Binders,Avery Non-Stick Binders,43.56
Office Supplies,Paper,Xerox 21,43.54
Office Supplies,Paper,Xerox 1970,43.51
Office Supplies,Binders,Avery Metallic Poly Binders,43.43
Office Supplies,Paper,Xerox 1949,43.43
Office Supplies,Labels,Avery 478,43.31
Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",43.23
Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",43.2
Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,43.19
Office Supplies,Labels,Avery 481,43.12
Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,43.08
Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",42.9
Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,42.79
Furniture,Furnishings,"Master Big Foot Doorstop, Beige",42.77
Office Supplies,Labels,Avery 495,42.58
Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,42.56
Office Supplies,Labels,Avery 480,42.45
Technology,Accessories,Memorex Froggy Flash Drive 4 GB,42.42
Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,42.3
Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",42.29
Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",42.24
Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",42.04
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",41.95
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",41.92
Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",41.88
Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",41.85
Office Supplies,Labels,Avery White Multi-Purpose Labels,41.83
Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,41.64
Office Supplies,Binders,GBC Wire Binding Combs,41.58
Office Supplies,Appliances,Holmes HEPA Air Purifier,41.38
Office Supplies,Labels,Avery 51,41.31
Office Supplies,Paper,Xerox 1999,41.2
Office Supplies,Binders,Aluminum Screw Posts,41.19
Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,41.11
Office Supplies,Paper,Xerox 211,40.96
Office Supplies,Paper,Xerox 1956,40.9
Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",40.76
Office Supplies,Paper,Xerox 1920,40.37
Office Supplies,Paper,Xerox 1986,40.35
Technology,Phones,Classic Ivory Antique Telephone ZL1810,40.19
Office Supplies,Binders,GBC Imprintable Covers,39.96
Office Supplies,Binders,Recycled Premium Regency Composition Covers,39.88
Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,39.84
Office Supplies,Labels,Avery 508,39.82
Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,39.81
Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",39.75
Office Supplies,Paper,Xerox 1957,39.73
Office Supplies,Labels,Avery 48,39.68
Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",39.65
Office Supplies,Storage,Super Decoflex Portable Personal File,39.55
Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",39.52
Office Supplies,Paper,Xerox 196,39.41
Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',39.37
Office Supplies,Paper,Xerox 1923,39.28
Furniture,Furnishings,Eldon 200 Class Desk Accessories,39.19
Office Supplies,Paper,Xerox 1967,38.87
Office Supplies,Art,Prang Colored Pencils,38.84
Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,38.73
Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",38.63
Office Supplies,Paper,Xerox 224,38.62
Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),38.21
Furniture,Furnishings,Tensor Track Tree Floor Lamp,38.19
Office Supplies,Paper,Xerox 193,38.09
Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,38.02
Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,37.97
Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,37.85
Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",37.82
Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",37.5
Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,37.45
Technology,Accessories,Memorex Micro Travel Drive 4 GB,37.42
Furniture,Furnishings,Ultra Door Push Plate,37.41
Office Supplies,Supplies,"Elite 5"" Scissors",37.2
Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",37.11
Office Supplies,Paper,Xerox 2000,37.06
Office Supplies,Binders,Wilson Jones Active Use Binders,37.04
Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,37.03
Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,37.03
Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,36.91
Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,36.65
Office Supplies,Art,Newell Chalk Holder,36.59
Office Supplies,Envelopes,Fashion Color Clasp Envelopes,36.52
Technology,Phones,RCA ViSYS 25425RE1 Corded phone,36.45
Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",36.4
Office Supplies,Paper,Southworth Structures Collection,36.4
Furniture,Furnishings,3M Hangers With Command Adhesive,36
Office Supplies,Labels,Avery 487,35.97
Office Supplies,Storage,"Personal Folder Holder, Ebony",35.87
Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,35.59
Furniture,Furnishings,Nu-Dell Oak Frame,35.45
Office Supplies,Labels,Avery 512,35.36
Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",35.33
Office Supplies,Appliances,Hoover Commercial SteamVac,35.31
Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,35.3
Office Supplies,Paper,Xerox 1946,35.25
Office Supplies,Paper,Xerox 210,35.25
Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,35.13
Office Supplies,Paper,Xerox 229,34.99
Technology,Machines,Lexmark S315 Color Inkjet Printer,34.99
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",34.9
Office Supplies,Art,Newell 309,34.67
Office Supplies,Art,Newell 312,34.46
Office Supplies,Labels,Avery 513,34.46
Office Supplies,Labels,Avery 474,34.27
Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",34.16
Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,34.11
Furniture,Tables,Safco Drafting Table,34.06
Office Supplies,Art,Newell 315,33.81
Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,33.81
Office Supplies,Paper,Xerox 200,33.69
Office Supplies,Paper,Xerox 198,33.47
Office Supplies,Paper,Xerox 221,33.18
Office Supplies,Supplies,Acme Softgrip Scissors,33.13
Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,32.99
Office Supplies,Art,50 Colored Long Pencils,32.91
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",32.91
Office Supplies,Paper,Xerox 1902,32.89
Office Supplies,Art,Crayola Colored Pencils,32.81
Furniture,Furnishings,Acrylic Self-Standing Desk Frames,32.73
Office Supplies,Paper,Xerox 1994,32.65
Office Supplies,Labels,Avery 483,32.56
Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,32.29
Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,32.25
Office Supplies,Paper,Xerox 1954,32.21
Office Supplies,Paper,Xerox 231,31.88
Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",31.63
Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",31.57
Office Supplies,Labels,Avery 49,31.56
Office Supplies,Labels,Avery 52,31.47
Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",31.47
Office Supplies,Envelopes,Pastel Pink Envelopes,31.44
Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",31.42
Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",31.41
Office Supplies,Storage,Crate-A-Files,31.38
Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",31.31
Office Supplies,Art,BIC Brite Liner Highlighters,30.89
Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,30.85
Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,30.74
Office Supplies,Paper,Southworth Parchment Paper & Envelopes,30.74
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",30.59
Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",30.58
Office Supplies,Paper,Xerox 1975,30.33
Office Supplies,Art,Newell 347,30.32
Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",30.29
Office Supplies,Paper,Xerox 1981,30.09
Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,30.04
Technology,Accessories,Dell Slim USB Multimedia Keyboard,30
Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,29.94
Office Supplies,Paper,Things To Do Today Spiral Book,29.86
Office Supplies,Art,Newell 325,29.74
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,29.72
Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,29.55
Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",29.54
Furniture,Furnishings,"Contract Clock, 14"", Brown",29.47
Office Supplies,Labels,Avery 515,29.45
Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,29.41
Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",29.4
Office Supplies,Envelopes,Poly String Tie Envelopes,29.33
Office Supplies,Paper,Tops Wirebound Message Log Books,29.29
Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,29.27
Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,29.24
Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,29.2
Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,28.74
Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",28.54
Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",28.27
Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",28.26
Office Supplies,Labels,Avery 506,28.17
Office Supplies,Paper,Xerox 1899,28.07
Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,28.06
Office Supplies,Paper,Xerox 223,27.99
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,27.97
Office Supplies,Paper,Xerox 1963,27.72
Furniture,Furnishings,DAX Clear Channel Poster Frame,27.7
Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",27.7
Office Supplies,Labels,Avery 500,27.48
Office Supplies,Supplies,Fiskars Home & Office Scissors,27.35
Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,27.29
Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,27.2
Office Supplies,Paper,Xerox 1897,27.09
Office Supplies,Art,Prang Drawing Pencil Set,27.06
Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,26.91
Office Supplies,Paper,Xerox 1974,26.91
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",26.85
Office Supplies,Art,Newell 341,26.83
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,26.78
Furniture,Furnishings,OIC Stacking Trays,26.72
Office Supplies,Envelopes,Peel & Seel Envelopes,26.53
Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,26.5
Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,26.36
Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,26.28
Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",26.22
Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,26.22
Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",26.11
Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,25.9
Office Supplies,Paper,Array Memo Cubes,25.84
Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,25.8
Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,25.76
Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,25.76
Office Supplies,Paper,Xerox 1965,25.71
Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,25.49
Office Supplies,Fasteners,Acco Hot Clips Clips to Go,25.49
Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,25.15
Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,24.94
Office Supplies,Fasteners,Ideal Clamps,24.85
Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",24.81
Office Supplies,Paper,Xerox 1924,24.75
Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,24.67
Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",24.66
Office Supplies,Labels,Avery 511,24.64
Office Supplies,Binders,Presstex Flexible Ring Binders,24.58
Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",24.29
Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",24.19
Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,24.16
Furniture,Bookcases,Bush Mission Pointe Library,24.15
Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",24.14
Office Supplies,Envelopes,Convenience Packs of Business Envelopes,24.1
Office Supplies,Paper,Xerox 208,24.1
Office Supplies,Supplies,Staple remover,24.08
Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,24
Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,23.97
Office Supplies,Labels,Avery 494,23.96
Office Supplies,Paper,Xerox 206,23.84
Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.78
Office Supplies,Binders,Wilson Jones Impact Binders,23.72
Office Supplies,Art,Newell 31,23.63
Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",23.54
Office Supplies,Labels,Avery 493,23.43
Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,23.4
Office Supplies,Labels,Avery 501,23.4
Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",23.33
Office Supplies,Art,Newell 35,23.29
Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,23.25
Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.2
Office Supplies,Labels,Avery 488,23.17
Office Supplies,Paper,Xerox 1950,23.17
Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",23.05
Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,22.97
Office Supplies,Labels,Avery 496,22.95
Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,22.91
Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.89
Office Supplies,Binders,Cardinal Holdit Business Card Pockets,22.89
Office Supplies,Labels,Avery 514,22.85
Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,22.78
Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",22.71
Office Supplies,Paper,Xerox 1927,22.69
Technology,Phones,Pyle PRT45 Retro Home Telephone,22.68
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,22.59
Office Supplies,Paper,Xerox 1896,22.48
Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",22.47
Office Supplies,Labels,Avery 492,22.46
Office Supplies,Art,Fluorescent Highlighters by Dixon,22.45
Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,22.44
Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,22.43
Office Supplies,Paper,Xerox 218,22.28
Office Supplies,Art,Newell 351,22.1
Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",22.06
Office Supplies,Labels,Avery 520,22.04
Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",21.96
Office Supplies,Binders,Avery Hanging File Binders,21.87
Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,21.82
Office Supplies,Paper,Xerox 215,21.77
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",21.71
Office Supplies,Binders,Recycled Easel Ring Binders,21.64
Office Supplies,Paper,EcoTones Memo Sheets,21.6
Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),21.59
